date,painting_author,painting_genre,painting_wiki,painting_name,song_title,song_description,song_artist,song_writers,song_released,saying_text,saying_explanation,UNESCO_site_name,UNESCO_site_description,UNESCO_site_country,international_day,color_name,color_hex,color_link,plant_name,discovery,philosophical_concept_name,philosophical_concept_url
2024-11-17,Alfred Sisley,Impressionism,http://en.wikipedia.org/wiki/Alfred_Sisley,Alfred_Sisley_6.jpg,Cortez the Killer,"""ItÃ¢ÂÂs weird,"" Young mused to Rolling Stone in 1975. ""IÃ¢ÂÂve got all these songs about Peru, the Aztecs and the Incas. Time travel stuff."" Over a slow, rambling Crazy Horse guitar jam, he mourns the Aztec civilization destroyed by the Spanish conquistadors. The song ends after seven and a half minutes, onlybecause a circuit blew on the recording console. The band went on for another verse.",Neil Young,Young,"Nov. , 1975",Little pitchers have big ears,"This proverbial saying means 'be careful, children are listening'.",Whale Sanctuary of El Vizcaino,"<p>Located in the central part of the peninsula of Baja California, the sanctuary contains some exceptionally interesting ecosystems. The coastal lagoons of Ojo de Liebre and San Ignacio are important reproduction and wintering sites for the grey whale, harbour seal, California sea lion, northern elephant-seal and blue whale. The lagoons are also home to four species of the endangered marine turtle.</p>",Mexico,World Day of Remembrance for Road Traffic Victims,Malachite,#0BDA51,https://en.wikipedia.org/wiki/Shades_of_green#Malachite,squaw bush,2nd century: Galen studies the anatomy of pigs.,Entertainment,https://en.wikipedia.org/wiki/Entertainment
2024-11-18,Paul Cezanne,Post-Impressionism,https://en.wikipedia.org/wiki/Paul_Cézanne,Paul_Cezanne_3.jpg,Heartbreaker,"""Heartbreaker,"" like much of Led Zeppelin II, was recorded hit-and-run style on ZepÃ¢ÂÂs 1969 American tour. The awesome swagger captures the debauched mood of the bandÃ¢ÂÂs wild early days in L.A. ""Nineteen years old and never been kissed,"" Plant recalled in 1975. ""I remember it well. ItÃ¢ÂÂs been a long time. Nowadays weÃ¢ÂÂre more into staying in our room and reading Nietzsche.""",Led Zeppelin,"Jimmy Page, Robert Plant, John Bonham, John Paul Jones","Oct. , 1969",Nod - The land of,The Land of Nod is a mythical  land where we travel to to sleep.,Tiya,"<p>Tiya is among the most important of the roughly 160 archaeological sites discovered so far in the Soddo region, south of Addis Ababa. The site contains 36 monuments, including 32 carved stelae covered with symbols, most of which are difficult to decipher. They are the remains of an ancient Ethiopian culture whose age has not yet been precisely determined.</p>",Ethiopia,"World Antimicrobial Resistance Awareness Week (18-11 November), World Day for the Prevention of and Healing from Child Sexual Exploitation, Abuse and Violence",Melon,#FEBAAD,https://en.wikipedia.org/wiki/Shades_of_orange#Melon,silver leaf maple,4th century BC: Pāṇini develops a full-fledged formal grammar (for Sanskrit).,Epistemic justification,https://en.wikipedia.org/wiki/Epistemic_justification
2024-11-19,Piet Mondrian,Neoplasticism,https://en.wikipedia.org/wiki/Piet_Mondrian,Piet_Mondrian_8.jpg,Take Me Out,"""Take Me Out"" put Franz Ferdinand at the head of a danceable rockwave. ""Clubs [play] a mix of rock and electronic music,"" singer Kapranos said. ""It makes you think that thereÃ¢ÂÂs no difference.""",Franz Ferdinand,"Alex Kapranos, Nick McCarthy","Feb. , 2004",The triumph of hope over experience,A literal view of the subject of remarriage.,Churches and Convents of Goa,"<p>The churches and convents of Goa, the former capital of the Portuguese Indies – particularly the Church of Bom Jesus, which contains the tomb of St Francis-Xavier – illustrate the evangelization of Asia. These monuments were influential in spreading forms of Manueline, Mannerist and Baroque art in all the countries of Asia where missions were established.</p>",India,World Toilet Day,Kobi,#E79FC4,https://en.wikipedia.org/wiki/Red-violet#Kobi,spring cress,1796: Georges Cuvier: Establishes extinction as a fact.,Immanent critique,https://en.wikipedia.org/wiki/Immanent_critique
2024-11-20,Pieter Bruegel,Northern Renaissance,http://en.wikipedia.org/wiki/Pieter_Bruegel_the_Elder,Pieter_Bruegel_1.jpg,Schools Out,"""The few minutes waiting for that final school bell to ring are so intense that when it happens, itÃ¢ÂÂs almost orgasmic,"" said Cooper. Inspiredby a Forties Dead End Kids film series, the tune will live for as long as kids really, really hate school.",Alice Cooper,"Michael Bruce, Glen Buxton, Cooper, Dennis Dunway, Neal Smith","May , 1972","Stark, raving mad",Completely mad; delirious. ,San Cristóbal de La Laguna,"<p>San Crist&oacute;bal de La Laguna, in the Canary Islands, has two nuclei: the original, unplanned Upper Town; and the Lower Town, the first ideal 'city-territory' laid out according to philosophical principles. Its wide streets and open spaces have a number of fine churches and public and private buildings dating from the 16th to the 18th century.</p>",Spain,"Africa Industrialization Day, World Children's Day",Oxford blue,#002147,https://en.wikipedia.org/wiki/Oxford_Blue_(colour),white maple,1662: Robert Boyle: Boyle's law of ideal gases.,Condition of possibility,https://en.wikipedia.org/wiki/Condition_of_possibility
2024-11-21,Henri Matisse,"Impressionism,Post-Impressionism",http://en.wikipedia.org/wiki/Henri_Matisse,Henri_Matisse_7.jpg,Many Rivers to Cross,"When Jamaican filmmaker Percy Henzell heard ""Many Rivers to Cross,"" a ballad Jimmy Cliff wrote in 1969, he ordered Cliff the lead in his film The Harder They Come. The song, a hymn about struggle and perseverance, summed up the outlaw mood of early reggae. On the strength of his songs and acting in the film,Cliff became one of reggaeÃ¢ÂÂs first international stars.",Jimmy Cliff,Cliff,"Dec. , 1969",Middle of the road,Something unadventurous or inoffensive; opting to go neither one way or the other.,Elephanta Caves,"<p>The 'City of Caves', on an island in the Sea of Oman close to Bombay, contains a collection of rock art linked to the cult of Shiva. Here, Indian art has found one of its most perfect expressions, particularly the huge high reliefs in the main cave.</p>",India,"World Philosophy Day, World Television Day",B'dazzled blue,#2E5894,https://en.wikipedia.org/wiki/Sapphire_(color)#B&#39;dazzled_blue,early winter cress,3rd century BC: Archimedes uses the method of exhaustion to construct a strict inequality bounding the value of π within an interval of 0.002.,Regress argument,https://en.wikipedia.org/wiki/Regress_argument
2024-11-22,Pierre-Auguste Renoir,Impressionism,http://en.wikipedia.org/wiki/Pierre-Auguste_Renoir,Pierre-Auguste_Renoir_7.jpg,Wish You Were Here,"While Pink Floyd were recording this elegy for burned-out ex-frontman Syd Barrett, he mysteriously appeared in the studio in such bad shape that, at first, nobody in the band recognized him. ""He stood up and said, 'Right, when do I put my guitar on?'"" keyboardist Rick Wright recalled. ""And of course, he didnÃ¢ÂÂt have a guitar with him. And we said, 'Sorry, Syd, the guitarÃ¢ÂÂs all done.'""",Pink Floyd,"David Gilmour, Roger Waters","Sept. , 1975",Dead in the water,A dead in the water ship is one that is motionless and without power. The figurative expression 'dead in the water' means 'unable to function; without hope of future  success;  doomed'.,Namhansanseong,"<p>Namhansanseong was designed as an emergency capital for the Joseon dynasty (1392–1910), in a mountainous site 25 km south-east of Seoul. Built and defended by Buddhist monk-soldiers, it could accommodate 4,000 people and fulfilled important administrative and military functions. Its earliest remains date from the 7th century, but it was rebuilt several times, notably in the early 17th century in anticipation of an attack from the Sino-Manchu Qing dynasty. The city embodies a synthesis of the defensive military engineering concepts of the period, based on Chinese and Japanese influences, and changes in the art of fortification following the introduction from the West of weapons using gunpowder. A city that has always been inhabited, and which was the provincial capital over a long period, it contains evidence of a variety of military, civil and religious buildings and has become a symbol of Korean sovereignty.</p>",Republic of Korea,,Spanish gray,#989898,https://en.wikipedia.org/wiki/Shades_of_gray#Spanish_gray,bristly dewberry,"1820: Hans Christian Ørsted discovers that a current passed through a wire will deflect the needle of a compass, establishing the deep relationship between electricity and magnetism (electromagnetism)..",Causality,https://en.wikipedia.org/wiki/Causality
2024-11-23,Hieronymus Bosch,Northern Renaissance,http://en.wikipedia.org/wiki/Hieronymus_Bosch,Hieronymus_Bosch_6.jpg,Alison,"Some people think ""Alison"" is a murder ballad. ""It isnÃ¢ÂÂt,"" Costello told Rolling Stone in 2002. ""ItÃ¢ÂÂs about disappointing somebody. ItÃ¢ÂÂs a thin line between love and hate, as the Persuaders sang."" CostelloÃ¢ÂÂs backup band was Huey Lewis' outfit Clover; Lewis himself didnÃ¢ÂÂt play on the album, presumably because Costello didnÃ¢ÂÂt need any harmonica players.",Elvis Costello,Costello,"Nov. , 1977","Something old, something new, something borrowed, something blue",The collection of items that is considered lucky for a bride to take to her wedding.,Historic Centre of Cordoba,"<p>Cordoba's period of greatest glory began in the 8th century after the Moorish conquest, when some 300 mosques and innumerable palaces and public buildings were built to rival the splendours of Constantinople, Damascus and Baghdad. In the 13th century, under Ferdinand III, the Saint, Cordoba's Great Mosque was turned into a cathedral and new defensive structures, particularly the Alcázar de los Reyes Cristianos and the Torre Fortaleza de la Calahorra, were erected.</p>",Spain,,Hot magenta,#FF1DCE,https://en.wikipedia.org/wiki/Shades_of_magenta#Hot_magenta,bitter nightshade,"By the 5th century: The decimal separator is developed in India, as recorded in al-Uqlidisi's later commentary on Indian mathematics.",Style,https://en.wikipedia.org/wiki/Style_(visual_arts)
2024-11-24,Edouard Manet,"Realism,Impressionism",http://en.wikipedia.org/wiki/Édouard_Manet,Edouard_Manet_4.jpg,Dont Let Me Be Misunderstood,"The AnimalsÃ¢ÂÂ reworking of this song radically departed from Nina SimoneÃ¢ÂÂs orchestrated down-tempo original version, recorded the year before. ""It was never considered pop material, but it somehow got passed on to us and we fell in love with it,"" recalled Eric Burdon. Burdon would sometimes perform a slow, Simone-like rendition live.",The Animals,"Bennie Benjamin, Sol Marcus,Gloria Caldwell","Jan. , 1965",Hocus pocus,'Hocus pocus' is a  supposed magical charm previously uttered by magicians. More recently it has been used as a general term for trickery or magic.,Durham Castle and Cathedral,"<p>Durham Cathedral was built in the late 11th and early 12th centuries to house the relics of St Cuthbert (evangelizer of Northumbria) and the Venerable Bede. It attests to the importance of the early Benedictine monastic community and is the largest and finest example of Norman architecture in England. The innovative audacity of its vaulting foreshadowed Gothic architecture. Behind the cathedral stands the castle, an ancient Norman fortress which was the residence of the prince-bishops of Durham.</p>",United Kingdom of Great Britain and Northern Ireland,,Tart Orange,#FB4D46,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Heads_&#39;n_Tails,cornel,"2020: DeepMind solves the protein folding problem to 90 percent accuracy, a 50-year-old grand challenge, at CASP14.",Love,https://en.wikipedia.org/wiki/Love
2024-11-25,Francisco Goya,Romanticism,http://en.wikipedia.org/wiki/Francisco_Goya,Francisco_Goya_7.jpg,Comfortably Numb,"Roger Waters based one of the saddest drug songs ever written on a sleazy Philadelphia doctor who injected him with tranquilizers before a gig when he was suffering from hepatitis. ""That was the longest two hours of my life,"" Waters said. ""Trying to do a show when you can hardly lift your arm."" Arguably the greatest cover of ""Numb"": Van MorrisonÃ¢ÂÂs 1990 version from The Wall: Live in Berlin concert.",Pink Floyd,"David Gilmour, Roger Waters","Dec. , 1979",You can lead a horse to water but you can't make it drink,"People, like horses, will only do what they have a mind to do. ",Twyfelfontein or /Ui-//aes,"<p>Twyfelfontein or /Ui-//aes has one of the largest concentrations of [...] petroglyphs, i.e. rock engravings in Africa. Most of these well-preserved engravings represent rhinoceros, . The site also includes six painteelephant, ostrich and giraffe, as well as drawings of human and animal footprintsd rock shelters with motifs of human figures in red ochre. The objects excavated from two sections, date from the Late Stone Age. The site forms a coherent, extensive and high-quality record of ritual practices relating to hunter-gatherer communities in this part of southern Africa over at least 2,000 years, and eloquently illustrates the links between the ritual and economic practices of hunter-gatherers.</p>",Namibia,International Day for the Elimination of Violence against Women,Metallic Sunburst,#9C7C38,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Metallic_FX,cursed thistle,1945: Howard Florey Mass production of penicillin,Tantra,https://en.wikipedia.org/wiki/Tantra
2024-11-26,Paul Gauguin,"Symbolism,Post-Impressionism",http://en.wikipedia.org/wiki/Paul_Gauguin,Paul_Gauguin_4.jpg,I Put a Spell on You,"Former boxer Jalacy J. Hawkins got loaded on muscatel before shrieking out the hoodoo of ""Spell on You,"" and it took a healthy swig of J&B for him to re-create his studio performance onstage, where he climbed outof a coffin. The prop was Alan FreedÃ¢ÂÂs brainstorm; when Hawkins resisted, Freed peeled off three $100 bills. ""I said, 'Show me the coffin,'"" the singer quipped.",Screamin' Jay Hawkins,"ScreaminÃ¢ÂÂ Jay Hawkins, Herb Slotkin","Sept. , 1956",Jack in the box,"A toy consisting of a box containing a figure with a spring, which leaps up when the lid is raised. ",Río Plátano Biosphere Reserve,"<p>Located on the watershed of the R&iacute;o Pl&aacute;tano, the reserve is one of the few remains of a tropical rainforest in Central America and has an abundant and varied plant and wildlife. In its mountainous landscape sloping down to the Caribbean coast, over 2,000 indigenous people have preserved their traditional way of life.</p>",Honduras,World Sustainable Transport Day,Blue bell,#A2A2D0,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,tuber root,1861: Louis Pasteur: Germ theory.,Anthropic principle,https://en.wikipedia.org/wiki/Anthropic_principle
2024-11-27,Georges Seurat,Post-Impressionism,https://en.wikipedia.org/wiki/Georges_Seurat,Georges_Seurat_2.jpg,In Dreams,"Orbison claimed the lyrics came to him in a dream; he wrote the music once he woke up. It was a Top 10 hit in the U.S. but even bigger in England. The track made him so popular that Orbison toured the U.K. with an up and-coming opening act called the Beatles. RoyÃ¢ÂÂs reaction: ""IÃ¢ÂÂve never heard of them."" Next, heÃ¢ÂÂd tour Australia with the Rolling Stones.",Roy Orbison,"Joe Melson, Orbison","Feb. , 1963",Gussied-up,"Smartened up, in a showy or garish way.",Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,"<p>The temple, cemetery and family mansion of Confucius, the great philosopher, politician and educator of the 6th–5th centuries B.C., are located at Qufu, in Shandong Province. Built to commemorate him in 478 B.C., the temple has been destroyed and reconstructed over the centuries; today it comprises more than 100 buildings. The cemetery contains Confucius' tomb and the remains of more than 100,000 of his descendants. The small house of the Kong family developed into a gigantic aristocratic residence, of which 152 buildings remain. The Qufu complex of monuments has retained its outstanding artistic and historic character due to the devotion of successive Chinese emperors over more than 2,000 years.</p>",China,,Purple (X11),#A020F0,https://en.wikipedia.org/wiki/Shades_of_purple#Purple_(X11_color)_(veronica),giant ragweed,1827: Evariste Galois development of group theory.,Semantics,https://en.wikipedia.org/wiki/Semantics
2024-11-28,Raphael,High Renaissance,https://en.wikipedia.org/wiki/Raphael,Raphael_3.jpg,Wake Up Little Susie,"Though it sounds quaint today, ""Wake Up Little Susie,"" the tale of a teen couple who fall asleep at a drive-in, stirred up controversy in 1957: It was banned in Boston but became the EverlysÃ¢ÂÂ first Number One. In 2000, when candidate George W. Bush was asked by Oprah Winfrey what his favorite song was, he said, ""'Wake Up Little Susie,' by Buddy Holly.""",The Everly Brothers,"Felice Bryant, Boudleaux Bryant","Sept. , 1957", Go over like a lead balloon,Fail completely and be considered a flop by the public.,Historic Monuments and Sites in Kaesong,"<p>Situated in Kaesong city, in the south of the country, the site consists of 12 separate components, which together testify to the history and culture of the Koryo Dynasty from the 10th to 14th centuries. The geomantic layout of the former capital city of Kaesong, its palaces, institutions and tomb complex, defensive walls and gates embody the political, cultural, philosophical and spiritual values of a crucial era in the region&rsquo;s history.&nbsp; The monuments inscribed also include an astronomical and meteorological observatory, two schools (including one dedicated to educating national officials) and commemorative steles. The site testifies to the transition from Buddhism to neo-Confucianism in East Asia and to the assimilation of the cultural spiritual and political values of the states that existed prior to Korea&rsquo;s unification under the Koryo Dynasty. The integration of Buddhist, Confucian, Taoist and geomantic concepts is manifest in the planning of the site and the architecture of its monuments.</p>",Democratic People's Republic of Korea,,Rusty red,#DA2C43,https://en.wikipedia.org/wiki/Shades_of_red#Rusty_red,pellitory,"2020: The Royal Astronomical Society announced the detection of phosphine gas in Venus' atmosphere on 14 September 2020, which is known to be a strong predictor for the presence of microbial life.",Syntax,https://en.wikipedia.org/wiki/Syntax_(logic)
2024-11-29,Andrei Rublev,Byzantine Art,http://en.wikipedia.org/wiki/Andrei_Rublev,Andrei_Rublev_5.jpg,Iron Man,"When an accident left guitarist Tony Iommi without the tips of two fingers, it seemed like the end of the road for Black Sabbath. But, inspired by the great, handicapped guitarist Django Reinhardt, Iommi fashioned thimbles out of plastic, and developed a heavy playing style that would define metal forever.",Black Sabbath,Black Sabbath,"Feb. , 1971",Put your back up,Make one angry.,Archaeological Site of Sabratha,"<p>A Phoenician trading-post that served as an outlet for the products of the African hinterland, Sabratha was part of the short-lived Numidian Kingdom of Massinissa before being Romanized and rebuilt in the 2nd and 3rd centuries A.D.</p>",Libya,International Day of Solidarity with the Palestinian People,Phlox,#DF00FF,https://en.wikipedia.org/wiki/Shades_of_purple#Psychedelic_purple_(phlox),lace flower,"1828: Friedrich Wöhler synthesized urea, refuting vitalism.",Composition of Causes,https://en.wikipedia.org/wiki/Composition_of_Causes
2024-11-30,Diego Velazquez,Baroque,http://en.wikipedia.org/wiki/Diego_Velázquez,Diego_Velazquez_4.jpg,Whats Love Got to Do With It,"At first, Turner thought ""Love"" was ""wimpy."" So Britten plugged in his guitar and roughed up the tune. It was TinaÃ¢ÂÂs first Number One.",Tina Turner,"Terry Britten, Graham Lyle","June , 1984",Spitting feathers,Various meanings; see below.,Megalithic Temples of Malta,"<p>Seven megalithic temples are found on the islands of Malta and Gozo, each the result of an individual development. The two temples of Ggantija on the island of Gozo are notable for their gigantic Bronze Age structures. On the island of Malta, the temples of Hagar Qim, Mnajdra and Tarxien are unique architectural masterpieces, given the limited resources available to their builders. The Ta'Hagrat and Skorba complexes show how the tradition of temple-building was handed down in Malta.</p>",Malta,Day of Remembrance for all Victims of Chemical Warfare,Baby blue eyes,#A1CAF1,https://en.wikipedia.org/wiki/Baby_blue#Baby_blue_eyes,neem,600 BC: Thales of Miletus discovers Thales's theorem.,Fact,https://en.wikipedia.org/wiki/Fact
2024-12-01,Gustav Klimt,"Symbolism,Art Nouveau",http://en.wikipedia.org/wiki/Gustav_Klimt,Gustav_Klimt_3.jpg,Lonely Teardrops,"One of the first hits written by Motown founder Gordy, ""Lonely Teardrops"" set WilsonÃ¢ÂÂs pleading vocals over Latin rhythms. At a New Jersey casino in September 1975, Wilson collapsed from a heart attack on stage in the middle of singing ""Lonely Teardrops"" Ã¢ÂÂ right at the line ""My heart is crying."" He sank into a coma and died in 1984.",Jackie Wilson,"Berry Gordy, Gwen Gordy, Tyran Carlo","Nov. , 1958",Better half ,My husband or my wife. ,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,"<p>The remains of two great East African ports admired by early European explorers are situated on two small islands near the coast. From the 13th to the 16th century, the merchants of Kilwa dealt in gold, silver, pearls, perfumes, Arabian crockery, Persian earthenware and Chinese porcelain; much of the trade in the Indian Ocean thus passed through their hands.</p>",United Republic of Tanzania,World AIDS Day,Shiny Shamrock,#5FA778,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,soldiers woundwort,1977: Frederick Sanger sequences the first DNA genome of an organism using Sanger sequencing,Perception,https://en.wikipedia.org/wiki/Perception
2024-12-02,Edouard Manet,"Realism,Impressionism",http://en.wikipedia.org/wiki/Édouard_Manet,Edouard_Manet_7.jpg,Why Do Fools Fall In Love,"Frankie Lymon was one of rock & rollÃ¢ÂÂs first teen prodigies Ã¢ÂÂ and one of its earliest tragedies. Lymon wrote and sang this hit as a 13-year-old Harlem kid. But the writing credit Ã¢ÂÂ and money Ã¢ÂÂ went to his label boss, Levy, an associate of the Genovese family. Lymon died a penniless heroin addict in 1968 at the age of 25.",Frankie Lymon and The Teenagers,"Lymon, Morris Levy","Jan. , 1956",You can't teach an old dog new tricks,Old dogs (and people) learn less well than the young. ,Gondwana Rainforests of Australia,"<p>This site, comprising several protected areas, is situated predominantly along the Great Escarpment on Australia&rsquo;s east coast. The outstanding geological features displayed around shield volcanic craters and the high number of rare and threatened rainforest species are of international significance for science and conservation.</p>",Australia,International Day for the Abolition of Slavery,Champagne,#F7E7CE,https://en.wikipedia.org/wiki/Champagne_(color)#Champagne,touch me not,1982: Donald C. Backer et al. discover the first millisecond pulsar,Diksha,https://en.wikipedia.org/wiki/Diksha
2024-12-03,Diego Rivera,"Social Realism,Muralism",http://en.wikipedia.org/wiki/Diego_Rivera,Diego_Rivera_6.jpg,Thats Entertainment,"The Jam had a long run of U.K. hits with their mod guitar flash Ã¢ÂÂ but they were too defiantly British for U.S. success. The lads hit hardest with this acoustic lament, with Weller brooding over the heartaches of everyday working-class life. His songwriting technique? ""Coming home pissed from the pub and writing 'ThatÃ¢ÂÂs Entertainment' in 10 minutes.""",The Jam,Paul Weller,"Nov. , 1980",Giddy aunt,An exclamation of surprise. ,Archaeological Site of Leptis Magna,"<p>Leptis Magna was enlarged and embellished by Septimius Severus, who was born there and later became emperor. It was one of the most beautiful cities of the Roman Empire, with its imposing public monuments, harbour, market-place, storehouses, shops and residential districts.</p>",Libya,International Day of Persons with Disabilities,Green Lizard,#A7F432,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Heads_&#39;n_Tails,blue ash,3rd century BC: Eratosthenes measures the circumference of the Earth.,Kaula,https://en.wikipedia.org/wiki/Kaula_(Hinduism)
2024-12-04,Pablo Picasso,Cubism,http://en.wikipedia.org/wiki/Pablo_Picasso,Pablo_Picasso_5.jpg,Say It Loud - Im Black and Im Proud,"In 1968, Brown traded his processed 'do for an Afro and started writing songs like this anthem. The real stars are Clyde Stubblefield on drums and the L.A. kids Ã¢ÂÂ mostly white and Asian-American Ã¢ÂÂ yelling, ""IÃ¢ÂÂmblack and IÃ¢ÂÂm proud.""",James Brown,"Brown, Pee Wee Ellis","Sept. , 1968",The pen is mightier than the sword ,Literal meaning.,Miguasha National Park,"<p>The palaeontological site of Miguasha National Park, in south-eastern Quebec on the southern coast of the Gaspé peninsula, is considered to be the world's most outstanding illustration of the Devonian Period known as the 'Age of Fishes'. Dating from 370 million years ago, the Upper Devonian Escuminac Formation represented here contains five of the six fossil fish groups associated with this period. Its significance stems from the discovery there of the highest number and best-preserved fossil specimens of the lobe-finned fishes that gave rise to the first four-legged, air-breathing terrestrial vertebrates – the tetrapods.</p>",Canada,"International Day of Banks""",Black olive,#3B3C36,https://en.wikipedia.org/wiki/Olive_(color)#Black_olive,western trillium,11th century: Shen Kuo discovers atmospheric refraction and provides the correct explanation of rainbow phenomenon.,Intention,https://en.wikipedia.org/wiki/Intention
2024-12-05,Frida Kahlo,"Primitivism,Surrealism",http://en.wikipedia.org/wiki/Frida_Kahlo,Frida_Kahlo_2.jpg,With a Little Help From My Friends,"As fictional crooner Billy Shears, Ringo Starr delivers his most charming vocals on this tune. ""RingoÃ¢ÂÂs got a great sentimental thing,"" McCartney said. ""I suppose thatÃ¢ÂÂs why we write these sorts of songs for him.""",The Beatles,"John Lennon, Paul McCartney","June , 1967",Infra dig,Unbecoming of one's position - beneath one's dignity. ,Monte San Giorgio,"<p>The pyramid-shaped, wooded mountain of Monte San Giorgio beside Lake Lugano is regarded as the best fossil record of marine life from the Triassic Period (245–230 million years ago). The sequence records life in a tropical lagoon environment, sheltered and partially separated from the open sea by an offshore reef. Diverse marine life flourished within this lagoon, including reptiles, fish, bivalves, ammonites, echinoderms and crustaceans. Because the lagoon was near land, the remains also include land-based fossils of reptiles, insects and plants, resulting in an extremely rich source of fossils.</p>","Italy,Switzerland","International Volunteer Day for Economic and Social Development, World Soil Day",Dark olive green,#556B2F,https://en.wikipedia.org/wiki/Olive_(color)#Dark_olive_green,english bulls eye,2nd century BC: Hipparchos discovers Axial precession.,Utility,https://en.wikipedia.org/wiki/Utility
2024-12-06,Mikhail Vrubel,Symbolism,http://en.wikipedia.org/wiki/Mikhail_Vrubel,Mikhail_Vrubel_5.jpg,Ruby Tuesday,"At a session for Between the Buttons in November 1966, Richards drew this lyrical sketch of Linda Keith, his first serious girlfriend, and turned it into an uncharacteristically wistful ballad. Brian Jones played the recorder on the track, giving the song a madrigal feel. The countermelody was played by Bill Wyman, who fingered the strings on a cello while Richards bowed them.",The Rolling Stones,"Mick Jagger, Keith Richards","Jan. , 1967",Stranger danger,"A slogan, intended to alert children to the risks posed by people they do not know. ",White City of Tel-Aviv – the Modern Movement,"<p>Tel Aviv was founded in 1909 and developed as a metropolitan city under the British Mandate in Palestine. The White City was constructed from the early 1930s until the 1950s, based on the urban plan by Sir Patrick Geddes, reflecting modern organic planning principles. The buildings were designed by architects who were trained in Europe where they practised their profession before immigrating. They created an outstanding architectural ensemble of the Modern Movement in a new cultural context.</p>",Israel,,Fawn,#E5AA70,https://en.wikipedia.org/wiki/Fawn_(colour),swamp silkweed,"150: The Almagest of Ptolemy contains evidence of the Hellenistic zero. Unlike the earlier Babylonian zero, the Hellenistic zero could be used alone, or at the end of a number. However, it was usually used in the fractional part of a numeral, and was not regarded as a true arithmetical number itself.",Universality,https://en.wikipedia.org/wiki/Universality_(philosophy)
2024-12-07,Hieronymus Bosch,Northern Renaissance,http://en.wikipedia.org/wiki/Hieronymus_Bosch,Hieronymus_Bosch_5.jpg,Blue Eyes Crying in the Rain,"Nelson had gotten his start writing hits like ""Crazy"" for Patsy Cline, but his own breakthrough was a cover of an old country standard written by Rose in 1945 and originally recorded by Roy Acuff. Delivered with NelsonÃ¢ÂÂs jazz-singer phrasing, itÃ¢ÂÂs the beating heart of Red Headed Stranger, his 1975 concept album about love and death in the Old West.",Willie Nelson,Fred Rose,"July , 1975",Wax poetic,Speak niin an increasingly enthusiastic and poetic manner.,Gough and Inaccessible Islands,"<p>The site, located in the south Atlantic, is one of the least-disrupted island and marine ecosystems in the cool temperate zone. The spectacular cliffs of Gough and Inaccessible Islands, towering above the ocean, are free of introduced mammals and home to one of the world’s largest colonies of sea birds. Gough Island is home to two endemic species of land birds, the gallinule and the Gough rowettie, as well as to 12 endemic species of plants, while Inaccessible Island boasts two birds, eight plants and at least 10 invertebrates endemic to the island.</p>",United Kingdom of Great Britain and Northern Ireland,International Civil Aviation Day,Wisteria,#C9A0DC,https://en.wikipedia.org/wiki/Lavender_(color)#Light_lavender_(wisteria),silky dogwood,499: Aryabhata discovers the formula for the simplicial numbers (the sums of consecutive cube numbers).,God,https://en.wikipedia.org/wiki/God
2024-12-08,Paul Klee,"Expressionism,Abstractionism,Surrealism",https://en.wikipedia.org/wiki/Paul_Klee,Paul_Klee_6.jpg,Da Ya Think Im Sexy?,"In that rock-disco moment that also yielded the Stones' ""Miss You,"" Stewart's entry was a tale of lust at first sight with an irresistible hook. But that hook actually wasnÃ¢ÂÂt by Stewart and Appice. It came from ""Taj Mahal,"" by the Brazilian songwriter Jorge Ben. After Ben won a plagiarism lawsuit, royalties for the song went to UNICEF.",Rod Stewart,"Stewart, Carmine Appice","Dec. , 1978",My giddy aunt,An exclamation of surprise. ,Roman Walls of Lugo,<p>The walls of Lugo were built in the later part of the 3rd century to defend the Roman town of Lucus. The entire circuit survives intact and is the finest example of late Roman fortifications in western Europe.</p>,Spain,,Flirt,#A2006D,https://en.wikipedia.org/wiki/Red-violet#Flirt,whiskey cherry,9th century: Jain mathematician Mahāvīra writes down a factorisation for the difference of cubes.,Nature,https://en.wikipedia.org/wiki/Nature_(innate)
